www.google.com@http.host,0,0,0,1,0,0,1
ocsp.netsolssl.com@http.host,0,0,0,1,0,0,1
ocsp.godaddy.com@http.host,0,0,0,1,0,0,1
ocsp.sca1b.amazontrust.com@http.host,0,0,0,1,0,0,1
rrr34tw.tk@http.host,0,0,0,0,1,0,1
ocsp.globalsign.com@http.host,0,0,0,0,1,0,1
www.msftconnecttest.com@http.host,0,0,0,0,1,0,1
eca.hinet.net@http.host,0,0,0,0,0,1,1
uhunt.felix-halim.net@http.host,0,1,0,0,0,0,1
uhunt.onlinejudge.org@http.host,0,1,0,0,0,0,1
www.googletagservices.com@http.host,0,1,0,0,0,0,1
banxia.co@http.host,1,0,0,0,0,0,1
emdl.ws.microsoft.com@http.host,1,0,0,0,0,0,1
ocsp.sectigo.com@http.host,1,0,0,0,0,0,1
ocsp.usertrust.com@http.host,1,0,0,1,0,0,2
status.geotrust.com@http.host,1,0,0,1,0,0,2
cert.int-x3.letsencrypt.org@http.host,0,0,0,0,1,1,2
r1---sn-oju0-u2xl.gvt1.com@http.host,0,0,0,0,1,0,1
ssl.trustwave.com@http.host,1,0,0,0,0,1,2
www.capitalfutures.com.tw@http.host,0,0,0,0,0,1,1
r3---sn-oju0-u2xl.gvt1.com@http.host,0,1,0,0,0,0,1
ocsp.starfieldtech.com@http.host,0,0,0,1,0,0,1
platform.twitter.com@http.host,1,0,0,1,0,0,2
tpc.googlesyndication.com@http.host,1,1,0,1,0,0,3
platform.tumblr.com@http.host,1,0,0,1,0,0,2
webglx0.net@http.host,0,0,0,1,0,0,1
r2---sn-oju0-u2xl.gvt1.com@http.host,0,1,0,0,0,0,1
www.cplusplus.com@http.host,0,1,0,0,0,0,1
dl.delivery.mp.microsoft.com@http.host,0,0,0,0,1,1,2
3.tlu.dl.delivery.mp.microsoft.com@http.host,0,0,0,0,1,1,2
tile-service.weather.microsoft.com@http.host,1,1,0,1,1,1,5
redirector.gvt1.com@http.host,0,1,0,0,1,0,2
ctldl.windowsupdate.com@http.host,1,1,0,1,1,1,5
ocsp.pki.goog@http.host,1,0,0,1,0,0,2
store-images.s-microsoft.com@http.host,0,0,0,0,1,1,2
11.tlu.dl.delivery.mp.microsoft.com@http.host,0,0,0,0,1,0,1
pagead2.googlesyndication.com@http.host,1,1,0,1,0,0,3
go.microsoft.com@http.host,1,0,0,0,1,1,3
dmd.metaservices.microsoft.com@http.host,1,0,0,0,1,1,3
ocsp.digicert.com@http.host,1,1,0,1,1,1,5
au.download.windowsupdate.com@http.host,1,0,0,0,0,0,1
neutralxe.net@http.host,1,0,0,1,0,0,2
tlu.dl.delivery.mp.microsoft.com@http.host,0,0,0,0,1,1,2
2.tlu.dl.delivery.mp.microsoft.com@http.host,0,0,0,0,1,1,2
