151.101.2.2@ip.dst,0,1,0,0,0,0,1
104.18.25.243@ip.dst,0,0,0,0,1,0,1
104.26.11.240@ip.dst,0,0,0,0,0,1,1
104.26.10.240@ip.dst,1,0,0,0,0,0,1
40.81.188.85@ip.dst,1,0,0,0,1,1,3
40.90.137.127@ip.dst,1,0,0,0,0,0,1
255.255.255.255@ip.dst,1,1,0,0,1,1,4
119.36.33.59@ip.dst,0,0,0,0,1,0,1
13.107.4.52@ip.dst,0,0,0,0,1,0,1
8.241.131.126@ip.dst,0,0,0,0,0,1,1
8.247.50.126@ip.dst,0,0,0,0,0,1,1
8.241.136.254@ip.dst,0,0,0,0,0,1,1
8.241.144.126@ip.dst,0,0,0,0,0,1,1
184.29.235.206@ip.dst,0,0,0,0,1,0,1
104.18.21.226@ip.dst,0,0,0,0,1,0,1
163.28.5.26@ip.dst,1,0,0,0,0,0,1
13.35.33.139@ip.dst,0,0,0,1,0,0,1
10.0.2.2@ip.dst,0,1,0,0,1,0,2
163.28.225.171@ip.dst,0,0,0,0,1,0,1
8.241.138.126@ip.dst,0,0,0,0,1,0,1
67.27.35.254@ip.dst,0,0,0,0,1,0,1
64.233.187.154@ip.dst,0,0,0,0,0,1,1
210.71.154.6@ip.dst,0,0,0,0,0,1,1
74.125.204.155@ip.dst,0,0,0,0,0,1,1
74.125.204.138@ip.dst,1,0,0,0,0,0,1
192.124.249.23@ip.dst,0,0,0,1,0,0,1
192.124.249.41@ip.dst,0,0,0,1,0,0,1
44.230.171.17@ip.dst,0,0,0,0,0,1,1
119.81.183.201@ip.dst,0,0,0,0,0,1,1
151.101.64.134@ip.dst,0,0,0,0,0,1,1
104.18.168.19@ip.dst,0,0,0,0,0,1,1
205.210.187.128@ip.dst,0,0,0,0,0,1,1
74.125.204.100@ip.dst,0,0,0,0,0,1,1
52.114.133.61@ip.dst,0,0,0,0,0,1,1
51.255.68.171@ip.dst,0,0,0,0,0,1,1
139.162.30.99@ip.dst,0,0,0,0,0,1,1
52.114.128.75@ip.dst,0,0,0,0,0,1,1
202.241.208.54@ip.dst,0,0,0,0,0,1,1
13.107.3.128@ip.dst,0,0,0,0,0,1,1
124.146.215.44@ip.dst,0,0,0,0,0,1,1
13.251.186.225@ip.dst,0,0,0,0,0,1,1
130.211.115.4@ip.dst,0,0,0,0,0,1,1
103.43.90.55@ip.dst,0,0,0,0,0,1,1
74.125.204.154@ip.dst,0,0,0,0,0,1,1
168.62.58.130@ip.dst,0,0,0,0,0,1,1
119.161.8.12@ip.dst,0,0,0,0,0,1,1
202.169.173.208@ip.dst,0,1,0,0,0,0,1
52.114.75.78@ip.dst,1,0,0,0,0,0,1
52.114.159.32@ip.dst,1,0,0,0,0,0,1
52.114.76.35@ip.dst,1,0,0,0,0,0,1
52.114.77.33@ip.dst,0,0,0,0,1,0,1
52.114.88.20@ip.dst,0,0,0,0,1,0,1
3.1.18.212@ip.dst,0,0,0,0,0,1,1
13.35.163.36@ip.dst,0,0,0,0,0,1,1
18.177.124.196@ip.dst,0,0,0,0,0,1,1
64.38.119.27@ip.dst,0,0,0,0,0,1,1
40.116.120.16@ip.dst,0,0,0,0,0,1,1
18.194.83.84@ip.dst,0,0,0,0,0,1,1
133.186.161.88@ip.dst,0,0,0,0,0,1,1
52.197.230.25@ip.dst,0,0,0,0,0,1,1
13.35.163.69@ip.dst,0,0,0,0,0,1,1
13.35.163.15@ip.dst,0,0,0,0,0,1,1
210.71.219.30@ip.dst,0,0,0,0,0,1,1
39.106.29.39@ip.dst,0,0,0,0,0,1,1
116.95.25.196@ip.dst,0,0,0,0,0,1,1
151.101.40.134@ip.dst,0,0,0,0,0,1,1
13.35.163.78@ip.dst,0,0,0,0,0,1,1
163.28.225.159@ip.dst,0,0,0,0,0,1,1
172.217.27.141@ip.dst,0,0,0,0,0,1,1
54.178.254.229@ip.dst,0,0,0,0,0,1,1
34.223.216.170@ip.dst,0,0,0,0,0,1,1
202.177.203.125@ip.dst,0,0,0,0,0,1,1
54.169.186.174@ip.dst,0,0,0,0,0,1,1
52.74.150.61@ip.dst,0,0,0,0,0,1,1
74.125.159.235@ip.dst,0,1,0,0,0,0,1
173.194.7.104@ip.dst,0,1,0,0,0,0,1
124.146.215.43@ip.dst,0,1,0,0,0,0,1
74.125.1.72@ip.dst,0,1,0,0,0,0,1
13.73.26.107@ip.dst,1,0,0,0,0,0,1
23.48.130.177@ip.dst,1,0,0,0,0,0,1
104.94.40.217@ip.dst,0,0,0,0,1,1,2
140.82.113.5@ip.dst,0,0,0,0,1,0,1
52.229.175.79@ip.dst,0,0,0,0,1,0,1
52.114.7.39@ip.dst,0,0,0,0,1,0,1
168.63.202.111@ip.dst,0,0,1,0,0,0,1
157.230.197.205@ip.dst,0,0,0,0,0,1,1
205.180.87.158@ip.dst,0,0,0,0,0,1,1
54.210.115.24@ip.dst,0,0,0,0,0,1,1
52.219.68.40@ip.dst,0,0,0,0,0,1,1
13.35.163.89@ip.dst,0,0,0,0,0,1,1
13.35.163.106@ip.dst,0,0,0,0,0,1,1
119.81.183.194@ip.dst,0,0,0,0,0,1,1
210.71.219.197@ip.dst,0,0,0,0,0,1,1
157.230.253.86@ip.dst,0,0,0,0,0,1,1
52.220.252.49@ip.dst,0,0,0,0,0,1,1
162.125.82.2@ip.dst,0,0,0,0,0,1,1
34.98.84.89@ip.dst,0,0,0,0,0,1,1
23.76.92.109@ip.dst,0,0,0,0,0,1,1
52.199.209.60@ip.dst,0,0,0,0,0,1,1
54.203.173.213@ip.dst,0,0,0,0,0,1,1
104.93.1.134@ip.dst,0,1,0,0,0,0,1
165.22.147.84@ip.dst,0,1,0,0,0,0,1
52.76.168.211@ip.dst,0,1,0,0,0,0,1
203.69.81.51@ip.dst,1,0,0,0,0,0,1
173.222.180.223@ip.dst,1,0,0,0,0,0,1
40.90.23.206@ip.dst,0,0,0,1,0,0,1
52.229.174.172@ip.dst,0,0,0,1,0,0,1
8.255.193.254@ip.dst,0,1,0,0,1,0,2
204.13.202.71@ip.dst,1,0,0,0,0,1,2
163.28.225.7@ip.dst,0,0,0,0,0,1,1
104.94.56.232@ip.dst,0,0,0,0,0,1,1
52.197.88.234@ip.dst,0,0,0,0,0,1,1
61.213.187.246@ip.dst,0,0,0,0,0,1,1
13.124.254.112@ip.dst,0,0,0,0,0,1,1
213.155.156.182@ip.dst,0,0,0,0,0,1,1
54.65.217.68@ip.dst,0,0,0,0,0,1,1
150.95.47.225@ip.dst,0,0,0,0,0,1,1
185.84.60.29@ip.dst,0,0,0,0,0,1,1
52.193.50.154@ip.dst,0,0,0,0,0,1,1
104.16.86.20@ip.dst,0,0,0,0,0,1,1
178.128.122.46@ip.dst,0,0,0,0,0,1,1
13.35.163.59@ip.dst,0,0,0,0,0,1,1
13.35.7.9@ip.dst,0,0,0,0,0,1,1
31.13.87.1@ip.dst,0,0,0,0,0,1,1
68.183.177.251@ip.dst,0,0,0,0,0,1,1
13.75.76.83@ip.dst,0,0,0,0,0,1,1
13.35.7.92@ip.dst,0,0,0,0,0,1,1
35.244.138.40@ip.dst,0,0,0,0,0,1,1
61.213.187.241@ip.dst,0,1,0,0,0,0,1
54.254.192.237@ip.dst,0,1,0,0,0,0,1
103.229.10.215@ip.dst,1,0,0,0,0,0,1
52.89.85.38@ip.dst,1,0,0,0,0,0,1
23.41.137.56@ip.dst,1,0,0,0,0,0,1
96.7.254.121@ip.dst,1,0,0,0,0,0,1
52.114.76.34@ip.dst,0,0,0,1,0,0,1
13.107.18.254@ip.dst,0,0,0,1,0,0,1
192.124.249.36@ip.dst,0,0,0,1,0,0,1
52.114.36.2@ip.dst,0,0,0,0,1,0,1
168.63.138.145@ip.dst,0,0,0,0,1,0,1
104.211.96.15@ip.dst,0,0,0,0,1,0,1
13.228.205.141@ip.dst,0,0,0,0,0,1,1
52.193.121.3@ip.dst,0,0,0,0,0,1,1
54.64.189.176@ip.dst,0,0,0,0,0,1,1
13.35.163.74@ip.dst,0,0,0,0,0,1,1
208.100.17.171@ip.dst,0,0,0,0,0,1,1
104.18.226.52@ip.dst,0,0,0,0,0,1,1
96.6.93.72@ip.dst,0,0,0,0,0,1,1
54.178.188.153@ip.dst,0,0,0,0,0,1,1
13.35.163.97@ip.dst,0,0,0,0,0,1,1
162.125.82.6@ip.dst,0,0,0,0,0,1,1
66.225.223.31@ip.dst,0,0,0,0,0,1,1
104.20.21.239@ip.dst,0,0,0,0,0,1,1
13.35.163.111@ip.dst,0,0,0,0,0,1,1
139.5.86.60@ip.dst,0,0,0,0,0,1,1
163.28.224.195@ip.dst,0,0,0,0,0,1,1
209.191.163.152@ip.dst,0,0,0,0,0,1,1
13.107.54.254@ip.dst,0,1,0,0,0,0,1
